,SNR,Periodogram,MUSIC,FISTA
0,-10.0,0.0729999989271164,0.7850000262260437,0.3959999978542328
1,0.0,0.4269999861717224,0.9210000038146973,0.5809999704360962
2,10.0,0.7910000085830688,0.9330000281333923,0.7089999914169312
3,20.0,0.8220000267028809,0.9359999895095825,0.7360000014305115
4,30.0,0.8240000009536743,0.9440000057220459,0.8109999895095825
5,40.0,0.8460000157356262,0.9599999785423279,0.8209999799728394
